Year,Month,YearMonth,AAPL US Equity,AMZN US Equity,BRK/B US Equity,CMCSA US Equity,CVX US Equity,DD US Equity,DOW US Equity,DUK US Equity,GE US Equity,GOOGL US Equity,JNJ US Equity,JPM US Equity,MMM US Equity,NEE US Equity,PFE US Equity,PG US Equity,SPG US Equity,VZ US Equity,WMT US Equity,XOM US Equity
2009,2,200902,53.23932105,62.0174,38.75307368,40.58581053,42.51037368,38.95037368,20.49193158,44.23236842,33.6832,57.55161053,41.75014211,44.33375789,36.76901579,49.16220526,32.99911579,31.50427895,41.78616842,43.19225789,43.5924,42.83186316
2009,3,200903,56.80330455,58.8133,49.54272273,47.32488636,47.12106818,47.10219545,39.0325,44.25767727,44.3629,49.06145909,40.8666,49.95352273,46.32692727,48.74845,45.74577273,37.99389091,44.24765,49.23823182,52.42679545,42.67639545
2009,4,200904,68.68144286,61.97464286,55.90366667,54.20547619,50.28469524,65.15882857,63.88957619,49.60358571,58.86947619,62.92791429,48.19500952,58.73246667,60.98906667,57.27225238,47.25505238,53.2805381,57.11105714,55.1306,49.43021429,46.27182381
2009,5,200905,60.985455,50.350745,51.899555,52.716615,49.50402,55.70167,66.513625,50.244645,61.37019,60.77114,62.345955,56.36043,59.77003,59.86191,59.408435,56.88752,55.21991,43.557415,48.28304,53.115395
2009,6,200906,61.80297727,56.74371364,45.45060909,46.53615455,52.98658182,45.02625909,51.47197727,56.15835455,45.46250909,59.73630909,57.17176818,49.40635909,55.33513182,55.73424091,51.93391364,49.96347273,52.66039091,52.36683636,47.28411818,53.82866364
2009,7,200907,65.60599091,53.39294091,57.51870455,51.40159091,47.61777273,57.86153636,59.24765909,58.53757273,45.7224,55.39154091,65.54200455,56.58342727,65.95939545,52.79334091,56.60843636,60.92858182,52.13827727,52.33840455,49.16283636,48.49039545
2009,8,200908,67.51791429,49.14014286,63.69298095,56.60434286,57.39197143,65.83292857,64.99187619,59.41795714,63.13980476,61.73760476,57.15853333,66.10101905,67.18844762,49.37185714,61.0765619,46.48129048,64.05512857,52.85254762,62.62762857,48.36571429
2009,9,200909,67.05497619,56.59800476,53.23682381,66.56082381,55.86812857,55.45796667,63.33917143,56.35607143,64.3540381,65.59129048,53.21178095,57.47602381,60.78245714,39.85914286,53.55520952,61.90452381,61.06015714,45.3828381,47.77091429,49.27970952
2009,10,200910,65.59934286,64.8976,50.9353619,39.42235238,61.07324762,52.29279048,53.32322381,54.59519048,48.52515238,70.52781429,48.16752857,52.20502857,56.06571429,39.24261429,57.46081905,58.36919048,51.10564762,41.27902857,49.42088571,58.19846667
2009,11,200911,57.79346842,73.45515263,58.6842,46.28189474,59.55434211,55.63162632,57.11456842,58.52933684,52.10922632,67.28244211,58.3455,45.61256842,54.93622632,44.38385263,59.71808421,65.95149474,55.46643158,59.75880526,67.07155263,57.14446842
2009,12,200912,51.25965,59.19657727,40.49802273,64.99592727,50.22178182,46.92184545,52.1679,68.0695,48.08339091,70.7559,69.63451818,44.27260455,61.46672273,57.43883182,56.41603182,53.11930455,61.84204545,69.19679091,55.78967273,38.90753636
2010,1,201001,54.51781053,43.22858947,56.06488421,45.52928421,48.43341579,51.25008421,56.61746316,43.82818421,57.52503684,42.53069474,50.77325789,50.60814737,56.06340526,38.44011579,57.44852105,46.40341053,44.22084211,37.09464211,49.65744211,37.44062105
2010,2,201002,47.51204211,40.15894211,66.61166316,45.74466842,39.42623158,49.90276316,48.88859474,41.93008947,49.21026842,36.63901579,46.97452105,45.6214,44.23274211,35.52015789,40.86463158,58.36086316,51.14953158,34.11463158,50.44520526,41.05199474
2010,3,201003,69.12544348,62.75363043,65.37914783,71.05301304,53.7400087,68.5469087,55.69857826,49.00065652,66.5484913,55.73432174,58.38204783,64.53511304,53.93083913,49.99041739,40.78776087,57.21373478,66.07112609,57.27085217,58.91056087,53.20827391
2010,4,201004,76.69138095,61.33837143,44.26264286,64.36369524,70.69690476,66.17528095,56.78584762,46.85750952,67.99062857,48.75979048,54.73149524,59.01299048,62.73558571,60.76650952,41.34020952,47.92382857,58.67271905,44.36221429,44.1994,59.4587381
2010,5,201005,50.90557,41.03935,39.232015,45.90745,43.255275,44.01559,41.15468,50.17152,40.96531,34.381395,38.99159,38.229005,45.588215,55.26473,39.980685,44.33855,49.038695,37.935505,36.130585,32.446645
2010,6,201006,55.22913636,43.08028636,54.56486818,49.62083182,41.93791818,48.00202273,44.09707727,48.70620455,37.87060909,43.06164091,37.81050455,43.8504,43.34245909,47.96351364,38.50492273,45.91731818,49.91835455,51.67849545,41.67895,43.19985455
2010,7,201007,48.2100381,46.73938095,52.12265714,55.63024762,51.07806667,54.10110476,50.70753333,59.29825714,47.29395714,47.8394,45.82199524,52.42939048,58.95853333,58.49798095,46.81345714,52.45270476,50.41783333,56.89025714,49.22949048,45.66189048
2010,8,201008,44.30259091,57.76493182,49.57841364,42.61036818,56.39340909,59.93517727,44.5342,55.06435,46.90851818,47.21876364,47.32799545,42.79992727,48.39025,54.75019545,59.46614091,43.5595,55.983,67.21852273,52.02694545,50.24667273
2010,9,201009,69.21391429,74.45319048,61.42580952,51.40665714,61.0825381,65.74790476,58.76890476,59.92690952,60.47851429,60.91971905,65.16190952,55.0985619,56.98635238,55.96851429,63.83915714,53.93941429,58.28748095,72.37555238,63.04057619,56.30894762
2010,10,201010,68.466035,63.62408,52.04076,61.248485,65.3973,63.766495,66.53291,55.43161,52.563205,76.29055,68.345535,46.5314,59.20956,55.778695,57.809155,62.160885,57.264195,59.617875,57.227585,69.640115
2010,11,201011,58.14987,57.71029,44.96276,62.361635,50.31253,53.112945,59.246435,50.51993,47.19818,58.85711,53.677135,50.647435,43.004545,36.16229,42.59829,56.803785,56.34293,51.52588,53.369065,67.646705
2010,12,201012,60.13568636,60.76424091,47.54850909,64.3875,65.14785909,62.61210455,66.54612273,49.89872727,67.88167273,52.65224091,44.23481364,58.56494091,52.22384545,43.03417273,55.82177273,56.15123182,49.7836,71.21154545,49.66875455,66.63358182
2011,1,201101,65.5274,54.425155,54.62051,68.95619,66.891695,54.00664,61.88592,56.56112,71.5004,59.35851,46.92645,64.574835,58.12678,61.399685,67.612405,58.65537,52.04727,59.144605,59.931315,76.1759
2011,2,201102,59.86257368,51.12621053,60.98274211,67.16945263,70.62763158,72.75643158,63.56877368,50.25008947,71.25562632,53.05947368,41.62721053,60.43327895,60.94936842,58.45295263,61.35311579,44.64638421,67.92627368,55.10274211,45.88911053,70.40026316
2011,3,201103,50.2214087,41.38305217,52.006,52.89193478,64.30721304,52.42500435,50.75697391,50.9737913,45.65377826,37.93693478,42.18331304,49.95812174,53.32173478,49.75236087,61.4287087,35.89233478,50.54584348,53.85423043,37.70233043,51.40267391
2011,4,201104,47.33747,61.656695,43.540405,54.104225,58.906175,56.32092,58.50497,57.998235,52.53516,38.863815,63.353205,49.51487,57.867305,57.64063,58.874315,59.345485,60.469865,56.234965,58.103305,57.60011
2011,5,201105,47.9914381,60.02265714,39.46367143,51.05997143,44.00463333,44.6523619,46.29568095,60.98027143,45.29418095,39.27750952,67.8706619,40.49950952,51.94404762,62.70229524,55.64903333,67.95732381,65.35350476,46.50789048,62.30949048,42.86773333
2011,6,201106,44.25218182,49.41316364,38.73736818,43.8941,43.78115,44.25404545,42.22102727,47.2453,37.31329545,35.59915455,53.06195,35.93376364,45.47375455,46.55858636,47.2547,40.50964545,49.58881364,43.23663182,39.15377727,42.45925455
2011,7,201107,70.934305,65.299865,47.834365,52.037385,60.02526,56.943655,48.607915,54.686635,48.33312,67.28634,51.95019,48.441125,51.98906,51.860255,41.648875,46.360075,60.603765,53.347015,52.152565,57.1508
2011,8,201108,52.93396522,45.14743913,42.71732609,34.31918696,41.70326957,36.75830435,34.7854,45.38680435,35.52711739,46.09536957,42.33486087,39.97802174,35.08400435,42.98988696,38.01716957,42.3612087,45.77396087,45.3396,44.04898696,37.04343478
2011,9,201109,56.54143333,59.1818381,47.4182381,51.11379524,45.84147619,41.55222857,40.04832857,61.44858095,45.43303333,47.46595238,46.99282381,39.15778095,41.96020476,47.86956667,46.05114762,51.70270476,49.6898619,53.01514762,48.23525238,46.54547619
2011,10,201110,52.438075,52.897585,57.54256,58.360255,58.31337,51.90399,51.696025,59.309365,54.01939,58.26473,50.49513,51.101645,50.302955,53.54166,56.39402,56.78794,53.67022,54.318705,65.50686,59.850485
2011,11,201111,44.327905,41.0765,50.381155,43.35816,48.467885,52.1302,48.15856,52.567235,44.638475,55.33218,47.915025,44.346175,50.703555,48.332025,53.43959,44.713665,52.710955,48.86451,58.323155,49.627225
2011,12,201112,54.60875238,38.39951429,51.89605714,57.35738095,54.53256667,48.17094286,53.11487143,61.91563333,61.46167143,61.40301905,53.58869524,52.60885238,52.86970952,63.94199048,64.60805714,59.84253333,55.36911429,64.67162857,57.82996667,59.69326667
2012,1,201201,69.38801,50.68842,56.155865,71.198775,53.21457,64.462945,71.30473,51.917895,67.57686,46.980215,54.456975,63.242825,62.902685,55.79619,59.61827,50.098375,61.266615,47.050175,60.757985,62.12639
2012,2,201202,80.220145,47.32158,54.1377,76.99464,53.75223,62.16078,62.860495,47.9788,58.414625,50.86313,47.762415,61.5932,62.715595,57.49785,45.479055,50.418635,62.59845,47.89005,54.406895,53.14712
2012,3,201203,79.12247727,57.03172727,57.19585,65.52343636,53.61298182,57.96734545,54.66529091,47.20345,58.89326818,59.15959545,50.88092273,71.78815909,55.46138182,52.82321818,60.13565455,60.54290455,64.1728,59.55519091,52.49037727,51.31325455
2012,4,201204,57.902145,52.90064,48.12775,51.89224,42.47303,53.10924,49.4703,49.28812,47.51528,46.493265,45.21505,51.77102,48.45771,68.6645,59.27948,47.617615,64.316375,47.55966,48.157255,48.01312
2012,5,201205,44.03623182,60.90732273,50.05466364,46.12202727,41.75090909,37.68555909,37.74469545,61.63986818,47.06626364,46.255,42.91053182,30.02768636,41.56321818,65.09927727,49.34524091,35.33645455,53.90524091,67.20336364,58.45995455,38.72808636
2012,6,201206,51.75700476,54.85514762,54.34375238,59.38098571,50.3904619,47.18242857,50.53099048,69.6838619,54.03939524,41.06801429,57.48132381,44.64568571,51.50479048,63.63933333,52.33077619,37.43145714,51.00464286,67.11746667,70.2950381,47.94388571
2012,7,201207,57.27526667,53.13305714,58.79342381,58.85258095,60.57587143,46.59564762,41.54909048,45.58174286,54.62667143,57.19042381,67.25866667,49.3837619,58.31486667,65.68984286,60.84385238,59.1743619,62.0235381,62.96407619,72.01989048,57.94339524
2012,8,201208,66.91879565,61.75718261,54.85615217,64.16312174,62.4880913,54.98246957,45.38796957,45.09388261,58.41143478,72.94271739,48.69630435,57.70275652,59.88493478,47.40209565,57.49872609,64.37178696,52.70148261,44.42147826,54.08122174,58.07354783
2012,9,201209,62.22882105,64.39225789,65.66086842,63.38211053,64.59875789,53.93247368,50.82882632,37.10326842,68.29652632,73.29957895,56.58397895,67.17755263,52.75508421,49.28670526,59.07694211,72.19799474,48.06056316,58.96942632,56.58102632,63.42822105
2012,10,201210,40.12838182,43.08537727,53.82022727,59.63069091,46.02603182,39.07000455,46.28154545,51.20573182,51.53197273,51.28400909,58.53714091,60.15626364,45.97186818,57.34105,63.83926364,53.37737273,41.25404545,51.49703182,55.38995909,54.58038182
2012,11,201211,37.538775,47.781145,47.35475,51.73984,37.02991,31.51622,50.14221,38.409595,39.571595,39.7831,47.83006,48.24709,45.34824,40.47485,42.171555,49.25541,46.70809,42.13954,36.054395,41.920215
2012,12,201212,39.030805,60.02758,57.314235,55.48009,53.1898,51.62038,62.75151,57.190515,50.256065,58.514495,55.114205,62.18029,57.74924,55.560845,57.87191,52.83381,59.337005,50.575735,42.250705,47.073445
2013,1,201301,40.48547143,61.71812857,72.63665714,61.35313333,64.96791429,65.22334286,65.97115238,64.24883333,57.42784762,60.94810476,67.0397381,69.8411,71.51397143,60.5870381,66.02863333,59.65185238,62.55220952,47.3965619,48.58655238,57.46897619
2013,2,201302,40.08255263,49.26783684,66.43591579,55.22064737,56.58112105,54.21151579,42.21024737,65.62860526,64.55847895,67.0488,69.83385263,65.14195263,67.39764737,57.01188421,56.69486316,72.8011,51.43377368,64.23912632,55.70187368,46.77651579
2013,3,201303,45.224085,49.71918,63.3632,57.29735,63.039895,63.64646,52.71539,61.31609,56.19337,61.139515,72.70119,54.896845,61.70758,66.36578,62.089195,59.370835,48.612595,73.955355,63.175805,50.870415
2013,4,201304,40.3402,49.77606818,58.4888,51.92320909,50.31656364,59.09669091,45.89699091,67.03349545,44.46123636,47.99075,69.51978182,48.33362273,53.34702727,71.55226818,68.56682727,58.66655909,69.82797727,68.55110909,70.35822727,46.77510455
2013,5,201305,56.04433636,51.22840909,64.97838636,55.23307727,61.50233182,67.39803182,62.57603182,40.08674091,57.70657727,65.7518,61.38115455,63.66615,62.87430455,50.34599091,43.83797727,52.01493182,58.28321818,52.57111364,51.25302727,57.94276364
2013,6,201306,39.89877,56.52125,54.929265,42.953075,43.87209,46.81238,44.709995,35.395075,53.336425,53.286715,47.88988,54.88414,51.37971,50.813355,46.53025,46.57621,36.683395,45.6037,41.60809,48.47977
2013,7,201307,54.16146364,68.5726,58.75918182,62.42745,60.39437727,60.35758636,55.12224091,59.39485455,56.1697,56.82109091,69.07730455,61.21138182,63.20588182,63.03381364,54.76615909,57.26722273,49.21002727,50.35469091,58.5657,61.62421364
2013,8,201308,69.41289091,44.45199091,46.58169091,48.22701818,40.71836818,59.07618182,65.51034091,41.58922273,45.1704,41.67502727,49.67428636,39.28005455,53.53874091,47.81520455,45.83089091,48.46403182,32.23935455,38.65667727,37.70179545,32.27068636
2013,9,201309,51.038455,62.052765,50.388185,54.84115,57.03839,56.17757,62.104255,44.364315,51.481085,53.880265,45.370695,47.269005,61.75263,41.316815,50.579115,45.12751,47.456755,45.83906,48.828955,44.777135
2013,10,201310,60.60354091,60.73202273,52.05772273,63.14820909,41.73460455,55.09970909,53.98374091,62.3126,60.11520909,60.91241364,56.59579545,50.73506364,59.59908182,57.2118,61.12299545,51.98790909,56.70153182,55.55821818,52.49784545,47.96669545
2013,11,201311,57.93672105,65.08771579,50.05392632,58.41522105,53.27797895,57.01236316,47.50774211,55.83983684,65.43384211,67.84604737,65.41047895,62.03887895,74.67186316,58.13096316,66.36866842,65.73137895,45.27501053,55.46963684,68.4338,69.76585789
2013,12,201312,62.13779048,65.06995714,51.64744286,62.5082619,53.5553381,56.2306381,62.36118095,41.99429048,59.38118095,69.3089381,45.86124762,60.29697619,59.80864762,45.67749524,44.24269524,47.8746619,50.66659524,43.48519048,50.4436,65.97670476
2014,1,201401,45.22909048,53.85938095,42.7422,63.67338095,41.48489048,49.94428571,56.62398095,46.02492857,41.55587619,63.04504762,49.13117619,51.79452857,51.95962857,62.26430952,49.31835238,38.78359524,53.89229524,44.49497619,37.54266667,49.49699048
2014,2,201402,47.51904211,40.01040526,48.34341053,49.87220526,39.48700526,57.73713684,63.82442632,61.63810526,42.37074737,61.63463684,47.47702632,50.89702632,48.06261579,62.77038947,56.58819474,44.12094737,58.74752105,44.18402105,40.82784737,43.15191579
2014,3,201403,52.19012857,47.76825238,70.26910952,41.70171905,53.35784286,58.89342857,64.6840381,47.89957143,51.06542857,48.71527143,61.50803333,57.48838571,51.92507143,58.46852381,53.60457143,53.19845714,57.35548095,49.18612381,53.36618571,51.48990952
2014,4,201404,53.00909048,36.1032619,61.23655714,48.75737143,64.60150476,53.93030476,50.10305238,61.41888571,57.81103333,39.36608095,65.90710952,42.50736667,57.28318571,59.69114762,45.22674286,60.12917619,66.08550476,51.09185238,62.31728095,64.96659048
2014,5,201405,71.65409048,43.31753333,55.43610952,54.32753333,56.46115238,54.88269524,56.11863333,45.52903333,55.08915714,49.94989524,57.58555714,41.20215714,61.35942857,52.1025619,39.5042,49.04999524,66.33889524,60.46347143,47.29487143,58.79362857
2014,6,201406,66.7530619,56.82187619,50.8109,61.30069524,65.30619048,51.62598095,60.18420476,52.29695238,52.57080952,57.20847619,64.56225238,60.84216667,60.14029048,57.42767143,46.93830952,41.4069381,56.16369524,55.6036,43.07021429,54.69238571
2014,7,201407,64.64481364,57.17793636,53.05653182,59.08675455,58.92774545,37.70667727,52.81146818,53.62146818,43.37758636,59.68810909,49.89092273,54.76157273,54.34019091,48.48221364,54.49560909,49.79933636,59.58080909,59.97580909,50.25932273,53.36559091
2014,8,201408,62.38644762,49.92125238,63.68906667,51.07337143,44.1828619,50.60847143,53.01151905,49.66457619,47.98881905,49.02986667,48.90891905,51.70591905,48.07264286,46.76667143,41.02761905,60.48820952,50.50505238,42.27686667,44.98850476,42.33902381
2014,9,201409,54.86125238,47.77762381,63.87493333,59.17538571,38.24765238,61.35661905,54.0197381,55.40520476,48.7860381,52.74200476,62.9532619,63.61210476,53.37434762,43.81769048,57.4254,62.57684762,45.63720952,51.33661905,55.63135238,39.08411429
2014,10,201410,54.73203182,39.63463636,52.05419091,42.51665,36.10919545,48.61787727,35.23202273,69.01826818,44.67611818,40.93785,46.2142,46.54504545,47.53914091,52.84545,44.41672273,53.4705,57.16576818,47.87620909,51.59285909,42.51559545
2014,11,201411,11,57.28496111,69.36849444,55.51815556,48.3938,61.17548889,56.23501111,56.26398333,64.10201111,45.14481111,61.01711111,56.0665,73.32684444,65.54488333,64.55871111,65.27072222,61.53436667,58.93868889,73.26608889,51.98407778
2014,12,201412,50.75347727,44.46161364,64.27258636,59.64099091,42.72449091,58.14200455,40.96557727,59.17399545,42.54208182,41.08231818,47.46903182,55.69703636,62.87086364,57.83632727,62.83586818,62.57934545,58.87912273,37.80868636,60.40254091,45.04336364
2015,1,201501,48.830875,46.68413,47.660855,46.5953,43.37165,51.75295,41.84807,63.135775,36.025285,44.50428,43.75542,38.22537,51.506435,58.918525,58.18453,44.80122,70.53423,45.40765,57.225415,45.75506
2015,2,201502,68.84116316,74.94746842,50.65319474,58.00576842,52.02715263,59.74316842,63.60187895,38.74607368,58.06549474,56.73605789,45.1163,55.33383158,57.99502105,46.19221579,63.17756842,39.83147368,47.06498421,59.56377368,45.63803684,49.16994737
2015,3,201503,52.79650455,55.58804545,43.94380909,51.95734091,42.89899545,51.13668636,48.26801364,36.07514545,52.21288182,57.66381364,48.96886818,55.21813182,48.74364091,45.0545,55.39905909,40.10132273,47.56679545,51.908,41.79182273,36.71922273
2015,4,201504,53.9441,61.17414286,42.64861905,52.8424381,56.96834286,42.51657619,61.20650476,53.31699048,58.29640476,47.04467143,48.24464762,57.46733333,45.53584286,49.76282857,54.01644286,42.9752381,46.5794381,55.64840952,38.18111429,52.26280476
2015,5,201505,53.376355,61.372615,53.36054,47.37057,42.433905,47.15164,57.343845,44.490365,58.02745,48.57565,52.59793,64.70234,47.37547,45.361915,46.16498,40.09406,42.706445,51.24926,40.54896,49.59627
2015,6,201506,46.60747727,55.88376364,40.93692273,57.35586364,30.63648182,38.49245455,57.45494091,34.88202727,50.10929545,50.55414091,42.92240909,61.86350909,43.40274545,43.78793636,47.92805455,44.35201818,39.39146364,34.85316818,32.55922273,40.54824545
2015,7,201507,45.80653182,68.63793636,51.86976818,61.77703636,30.31060909,27.97125909,40.89044091,50.44123182,42.70185455,65.05107727,50.63283182,53.18174545,42.50745909,57.53026364,55.44761818,53.47249091,58.08798636,43.92706818,46.53471818,39.01174091
2015,8,201508,35.7649381,60.79159048,44.04354762,39.32579048,30.57693333,27.09242381,34.74092857,54.6382619,40.05086667,59.61108571,44.07238095,42.57218571,36.2196,57.39896667,47.42486667,26.94421429,60.6295381,47.43855714,38.0211619,36.59104762
2015,9,201509,48.13569048,53.40204762,40.3731,45.23220476,42.69080476,34.77688095,45.02709048,40.92132381,47.48841905,48.74661905,42.51011429,41.01501905,42.7145,37.6566,42.69057143,41.0655619,46.60665714,42.95047143,38.74872857,44.32864286
2015,10,201510,51.68276667,62.8347381,54.67117619,62.13675714,64.68817619,73.75451429,64.50794762,55.96990952,68.87918095,61.64722857,60.03447143,52.13076667,64.41023333,58.91235238,55.85955238,62.80905238,68.02167143,52.4597381,36.98449524,64.47324286
2015,11,201511,54.43288421,70.62293684,51.15997895,54.403,55.68197895,81.44879474,66.14323158,39.43093158,66.2934,66.53561053,62.46914737,60.54881579,62.14862632,46.61155789,46.19346842,53.66731579,45.52236842,50.28942105,43.45950526,53.93714211
2015,12,201512,40.96539545,56.7858,47.77587273,40.12147727,49.55036818,56.93510909,52.01873636,53.47977727,57.37265,55.96807727,55.16074091,50.51879545,45.81443182,52.60672727,46.85104545,60.97187273,49.88010455,53.73802727,52.06484545,44.91929545
2016,1,201601,33.64898947,37.31269474,40.43655263,36.67123158,41.83217895,31.42981579,31.09153684,57.70281579,38.81195263,43.35067368,42.33093684,32.01455789,37.03898421,61.65372105,37.06995263,47.42569474,45.17874737,51.63348421,58.91848421,45.30373684
2016,2,201602,44.043445,40.32634,52.34039,55.14834,49.91919,52.55226,53.97164,61.13633,49.162725,46.560225,58.035595,44.50332,61.88511,66.54472,39.96709,58.62561,50.27944,65.050915,59.10576,56.54758
2016,3,201603,64.29856818,54.55651364,68.34256818,58.50943636,61.51776818,59.07820455,61.97900909,60.97515,63.77266818,56.30206364,63.38166364,53.85634545,68.06411818,61.00257273,48.64772727,55.40846818,66.34159091,68.58678636,57.70957273,58.47299545
2016,4,201604,53.19240952,61.72659524,63.02542381,58.14665238,63.34180952,58.06429524,60.8726,52.49628571,53.60925238,52.31792381,67.90584762,57.90981429,63.52642381,50.90511905,64.87917619,47.92857143,57.52653333,46.27941905,55.93899524,60.92639048
2016,5,201605,37.24639048,67.22014286,48.5561381,54.37409524,55.13630476,51.86120952,49.04985714,50.52286667,41.93082381,45.39641429,59.90802381,55.57985238,53.71862857,57.36345238,63.1309,48.28420952,47.45329048,44.37854286,48.85421905,63.04202381
2016,6,201606,45.89584545,58.45182727,48.53053182,56.02367273,54.30531818,52.72829545,51.33388182,63.42839091,52.92483182,43.65593636,64.52752727,48.34391818,54.29604091,64.17153182,60.65865,57.34271818,58.79972727,65.09550455,60.15406364,57.18949091
2016,7,201607,56.8508,60.548995,54.28336,69.854975,54.436735,54.00245,52.53957,61.872265,61.20227,61.18698,76.503955,53.59342,64.693765,58.695325,68.867885,60.384565,69.599085,63.152645,62.85107,56.02058
