Date,FB US Equity,SPY US Equity,MSCI US Equity,700 HK Equity,PG US Equity
20130219,28.93,153.25,33.58,55,77.38
20130220,28.462,151.34,33.2,55.32,77.08
20130221,27.283,150.42,32.99,54.36,77.04
20130222,27.13,151.89,33.15,52.88,76.99
20130225,27.27,149,32.74,52.96,75.92
20130226,27.39,150.02,32.76,53.4,76.08
20130227,26.87,151.91,33.42,52.84,76.75
20130228,27.25,151.61,33.13,53.64,76.18
20130301,27.78,152.11,33.01,53.72,76.49
20130304,27.72,152.92,32.89,54.84,76.68
20130305,27.52,154.29,33.23,55.08,77.05
20130306,27.453,154.5,33.42,55.76,77.2
20130307,28.578,154.776,33.32,55.92,76.9
20130308,27.96,155.44,33.54,56.88,77.18
20130311,28.14,156.03,33.74,56.32,77.35
20130312,27.83,155.68,33.31,55.68,77.17
20130313,27.08,155.905,33.3,55.64,76.8
20130314,27.04,156.73,33.67,55.16,77.39
20130315,26.645,155.83,33.71,54.84,76.34
20130318,26.49,154.97,33.83,52.64,76.16
20130319,26.55,154.61,33.83,51.84,77.11
20130320,25.86,155.69,34,52.56,77.58
20130321,25.74,154.359,33.6,50.48,77.21
20130322,25.73,155.6,33.77,49.08,77.27
20130325,25.131,154.95,33.6,48.16,76.68
20130326,25.205,156.19,33.78,49.68,77.4
20130327,26.09,156.19,34.04,50.12,77.06
20130328,25.58,156.67,33.93,49.36,77.06
20130401,25.53,156.05,33.35,49.36,77.7
20130402,25.42,156.82,33.13,48.56,78.96
20130403,26.25,155.23,32.43,48.56,78.12
20130404,27.073,155.86,32.66,48.56,78.54
20130405,27.39,155.158,32.34,47.44,78.23
20130408,26.849,156.21,32.67,48.24,78.79
20130409,26.59,156.75,32.51,49.52,78.26
20130410,27.57,158.67,33.22,49.88,79.24
20130411,28.018,159.19,33.57,50.08,79.67
20130412,27.4,158.8,33.52,50,80.08
20130415,26.52,155.118,32.35,49.2,79.65
20130416,26.92,157.41,32.9,48.92,80.1
20130417,26.625,155.11,32.58,50,79.06
20130418,25.69,154.14,32.41,49.44,79.87
20130419,25.73,155.48,32.82,50.6,81.43
20130422,25.97,156.17,32.9,51,81.4
20130423,25.98,157.78,33.28,50.32,82.54
20130424,26.11,157.88,33.23,50.88,77.12
20130425,26.14,158.52,33.31,51.12,76.58
20130426,26.85,158.24,33.22,51.8,77.1
20130429,26.98,159.3,33.45,52.4,77.68
20130430,27.769,159.68,34.1,53.24,76.77
20130501,27.43,158.28,33.26,53.24,76.99
20130502,28.97,159.75,33.65,54.68,77.76
20130503,28.311,161.368,33.32,54.2,78.19
20130506,27.57,161.78,33.33,54.96,77.75
20130507,26.889,162.5999,33.56,55.04,77.94
20130508,27.12,163.34,34.14,54.92,78.44
20130509,27.04,162.881,33.86,54.76,78.21
20130510,26.68,163.41,33.95,55.36,78.76
20130513,26.82,163.54,33.94,53.76,78.59
20130514,27.07,165.23,34.45,53.96,79.47
20130515,26.6,166.115,34.26,54.88,80.68
20130516,26.13,165.34,34.57,58.44,80.2
20130517,26.25,166.94,34.66,58.44,80.02
20130520,25.759,166.93,34.53,61.88,79.09
20130521,25.66,167.17,34.72,60.8,78.8
20130522,25.159,165.93,34.24,60.6,78.82
20130523,25.06,165.45,34.49,58.56,78.7
20130524,24.313,165.308,34.47,59.88,81.88
20130528,24.1,166.3,35.04,60.84,80.86
20130529,23.32,165.22,35.22,60.72,78.9
20130530,24.55,165.83,35.73,61.56,79.09
20130531,24.348,163.445,35.24,61.56,76.76
20130603,23.848,164.35,35.17,60.64,77.66
20130604,23.52,163.56,34.98,60.68,77.37
20130605,22.899,161.272,34.28,60.08,76.66
20130606,22.97,162.73,34.8,60.04,76.82
20130607,23.291,164.8,34.7,59.96,77.75
20130610,24.33,164.8,34.9,61.04,78.07
20130611,24.03,163.098,34.58,60.96,78.12
20130612,23.77,161.75,34.05,60.96,77.6
20130613,23.73,164.21,34.34,59.56,78.43
20130614,23.63,163.175,34.16,60.16,78.03
20130617,24.022,164.44,34.5,60.2,78.96
20130618,24.21,165.735,34.59,60.12,79.04
20130619,24.309,163.45,33.98,59.92,77.61
20130620,23.9,159.4,33.45,58.04,75.25
20130621,24.53,159.07,33.07,57.16,77.43
20130624,23.935,157.06,32.8,55.72,76.58
20130625,24.25,158.575,32.97,56.68,76.69
20130626,24.16,160.14,32.69,58.08,77.4
20130627,24.66,161.08,32.8,59.56,77.67
20130628,24.88,160.42,33.27,60.84,76.99
20130701,24.81,161.36,34.12,60.84,78.02
20130702,24.41,161.21,33.9,60.36,78.44
20130703,24.52,161.28,34.15,59.76,78.57
20130705,24.37,163.02,34.45,61.68,78.34
20130708,24.71,163.945,34.54,60.48,78.76
20130709,25.48,165.13,34.25,60.28,79.57
20130710,25.8,165.192,33.72,60.88,79.8
20130711,25.81,167.44,34.4,62.16,80.77
20130712,25.91,167.51,34.56,61.96,81.55
20130715,26.28,168.155,34.67,64.28,81.51
20130716,26.32,167.525,34.43,65.96,80.97
20130717,26.65,167.9501,34.49,66,80.09
20130718,26.18,168.87,34.7,65.56,80.3
20130719,25.881,169.17,34.93,66.76,81.37
20130722,26.045,169.5,35.37,65.52,81.22
20130723,26.13,169.14,35.25,66.52,80.95
20130724,26.51,168.52,35.08,66.16,80.27
20130725,34.359,168.93,35.39,66.88,80.41
20130726,34.01,169.11,35.13,69.48,80.39
20130729,35.43,168.59,34.86,69.92,80.09
20130730,37.627,168.588,34.92,72.72,80.44
20130731,36.8,168.71,35.05,70.36,80.3
20130801,37.489,170.66,36.52,72.12,81.64
20130802,38.05,170.95,37.45,72.04,81.29
20130805,39.189,170.7,37.78,74.2,81.4
20130806,38.55,169.73,37.62,75.12,81.74
20130807,38.87,169.18,37.41,72.04,81.96
20130808,38.54,169.8,37.83,71.28,82.17
20130809,38.5,169.31,37.99,71.48,81.64
20130812,38.22,169.111,37.89,73.48,81.62
20130813,37.019,169.61,37.92,74,81.66
20130814,36.65,168.74,37.93,74,81.25
20130815,36.56,166.38,37.55,73.6,80.48
20130816,37.08,165.83,37.44,73.32,79.9
20130819,37.81,164.77,38,74.04,79.59
20130820,38.41,165.58,38.25,72.8,79.53
